package_order	package_line	tier	paper_section_label	paper_section_title	namespace	package_name	package_paper_name	paper_role	component_order	component_kind	component_name	component_line	component_signature
140	12262	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SharedRetainedInternalState	shared retained state	shared retained state used by the internal canonical obstruction.	9	field	sourceForFrame	12283	sourceForFrame :
140	12262	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SharedRetainedInternalState	shared retained state	shared retained state used by the internal canonical obstruction.	10	field	kill	12288	kill : PrefixConeGeometryKill
140	12262	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SharedRetainedInternalState	shared retained state	shared retained state used by the internal canonical obstruction.	11	field	affineLocalCE	12289	affineLocalCE : MonochromeAffineLocalCEPackage
140	12262	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SharedRetainedInternalState	shared retained state	shared retained state used by the internal canonical obstruction.	12	field	hAff	12290	hAff :
140	12262	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SharedRetainedInternalState	shared retained state	shared retained state used by the internal canonical obstruction.	13	field	hKillClassification	12298	hKillClassification :
140	12262	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SharedRetainedInternalState	shared retained state	shared retained state used by the internal canonical obstruction.	14	field	sourceForFrame	12304	sourceForFrame := sourceForFrame }))
140	12262	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SharedRetainedInternalState	shared retained state	shared retained state used by the internal canonical obstruction.	15	field	DInternal	12307	DInternal : DInternalRouteData
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	0	PACKAGE	CanonicalInternalObstructionInputRawPackage	12466	structure CanonicalInternalObstructionInputRawPackage where
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	1	field	incident	12468	incident : IncidentGrowthLawData Rat
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	2	field	G	12469	G : MaxLinearProfile
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	3	field	sigma_matches_profile	12470	sigma_matches_profile :
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	4	field	leftEndpointBranch	12474	leftEndpointBranch :
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	5	field	rightEndpointReversal	12477	rightEndpointReversal :
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	6	field	surviving	12482	surviving : SurvivingLowRankBranchSource
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	7	field	topClassForFrame	12483	topClassForFrame :
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	8	field	kill	12489	kill : PrefixConeGeometryKill
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	9	field	affinePencil	12490	affinePencil : MonochromeToAffinePencilData
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	10	field	localCE	12491	localCE : AffineLocalCEPrimitiveSourcePackage
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	11	field	localCE_affine	12492	localCE_affine : localCE.affine = affinePencil.source
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	12	field	affine_survives_kill	12493	affine_survives_kill :
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	13	field	hKillClassification	12496	hKillClassification :
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	14	field	sourceForFrame	12502	sourceForFrame := fun F => (topClassForFrame F).1 }))
141	12466	D-internal route and raw obstruction package	sec:canonical-internal-retained-data	Canonical internal retained data	Erdos887Formal	Erdos887Formal.CanonicalInternalObstructionInputRawPackage	canonical internal obstruction input	full formal input package consumed by the internal obstruction.	15	field	DInternal	12505	DInternal : DInternalRouteData
142	12568	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixFrozenGeometryOwner	Prefix Frozen Geometry Owner		0	PACKAGE	PrefixFrozenGeometryOwner	12568	structure PrefixFrozenGeometryOwner where
142	12568	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixFrozenGeometryOwner	Prefix Frozen Geometry Owner		1	field	prefixData	12569	prefixData : PrefixIntervalGapData
142	12568	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixFrozenGeometryOwner	Prefix Frozen Geometry Owner		2	field	frozen	12570	frozen : FrozenBPattern
142	12568	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixFrozenGeometryOwner	Prefix Frozen Geometry Owner		3	field	prefix_frozen_match	12571	prefix_frozen_match : prefixData.frozen = frozen
143	12576	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixConeGeometryOwner	PrefixConeGeometryOwner		0	PACKAGE	PrefixConeGeometryOwner	12576	structure PrefixConeGeometryOwner where
143	12576	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixConeGeometryOwner	PrefixConeGeometryOwner		1	field	prefixFrozen	12577	prefixFrozen : PrefixFrozenGeometryOwner
143	12576	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixConeGeometryOwner	PrefixConeGeometryOwner		2	field	lexicographic_lower_layer_closed	12578	lexicographic_lower_layer_closed : Prop
143	12576	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixConeGeometryOwner	PrefixConeGeometryOwner		3	field	lexicographic_lower_layer_closed_holds	12579	lexicographic_lower_layer_closed_holds :
144	12585	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixConeConflictOwner	PrefixConeConflictOwner		0	PACKAGE	PrefixConeConflictOwner	12585	structure PrefixConeConflictOwner
144	12585	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixConeConflictOwner	PrefixConeConflictOwner		1	field	geometry	12587	geometry : PrefixConeGeometryOwner
144	12585	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.PrefixConeConflictOwner	PrefixConeConflictOwner		2	field	c5ConflictForBranch	12588	c5ConflictForBranch :
145	12596	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SelectedMonochromeFGOwner	SelectedMonochromeLowRankOwner		0	PACKAGE	SelectedMonochromeFGOwner	12596	structure SelectedMonochromeFGOwner
145	12596	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SelectedMonochromeFGOwner	SelectedMonochromeLowRankOwner		1	field	mono	12598	mono : MonochromeBranch
145	12596	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SelectedMonochromeFGOwner	SelectedMonochromeLowRankOwner		2	field	uses_problem	12599	uses_problem : MonochromeUsesColor problem.chi mono
145	12596	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SelectedMonochromeFGOwner	SelectedMonochromeLowRankOwner		3	field	selected_from_classification	12600	selected_from_classification : Prop
145	12596	D-internal route and raw obstruction package	sec:shared-retained-state	Shared retained state	Erdos887Formal	Erdos887Formal.SelectedMonochromeFGOwner	SelectedMonochromeLowRankOwner		4	field	selected_from_classification_holds	12601	selected_from_classification_holds : selected_from_classification
146	12647	Atomic primitive audit and live bridge packages	sec:bc-growth-setup	Canonical incident-product growth and max-linear setup	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation1_BCPrimitivePackage	Obligation1 BCPrimitive Package		0	PACKAGE	Obligation1_BCPrimitivePackage	12647	structure Obligation1_BCPrimitivePackage where
146	12647	Atomic primitive audit and live bridge packages	sec:bc-growth-setup	Canonical incident-product growth and max-linear setup	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation1_BCPrimitivePackage	Obligation1 BCPrimitive Package		1	field	incident	12648	incident : IncidentGrowthLawData Rat
146	12647	Atomic primitive audit and live bridge packages	sec:bc-growth-setup	Canonical incident-product growth and max-linear setup	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation1_BCPrimitivePackage	Obligation1 BCPrimitive Package		2	field	G	12649	G : MaxLinearProfile
146	12647	Atomic primitive audit and live bridge packages	sec:bc-growth-setup	Canonical incident-product growth and max-linear setup	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation1_BCPrimitivePackage	Obligation1 BCPrimitive Package		3	field	sigma_matches_profile	12650	sigma_matches_profile :
146	12647	Atomic primitive audit and live bridge packages	sec:bc-growth-setup	Canonical incident-product growth and max-linear setup	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation1_BCPrimitivePackage	Obligation1 BCPrimitive Package		4	field	leftEndpointBranch	12652	leftEndpointBranch :
146	12647	Atomic primitive audit and live bridge packages	sec:bc-growth-setup	Canonical incident-product growth and max-linear setup	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation1_BCPrimitivePackage	Obligation1 BCPrimitive Package		5	field	rightEndpointReversal	12655	rightEndpointReversal :
147	12757	Atomic primitive audit and live bridge packages	sec:bc-growth-setup	Canonical incident-product growth and max-linear setup	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.BC15RoutePackage	BC15 Route Package		0	PACKAGE	BC15RoutePackage	12757	structure BC15RoutePackage where
147	12757	Atomic primitive audit and live bridge packages	sec:bc-growth-setup	Canonical incident-product growth and max-linear setup	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.BC15RoutePackage	BC15 Route Package		1	field	growth	12758	growth : DerivedMaxLinearClassificationData
147	12757	Atomic primitive audit and live bridge packages	sec:bc-growth-setup	Canonical incident-product growth and max-linear setup	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.BC15RoutePackage	BC15 Route Package		2	field	nonuniform	12759	nonuniform : BCXNonuniformBranchData
148	12786	Atomic primitive audit and live bridge packages	sec:product-row-coefficient-extraction	Product-row coefficient extraction	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation2_TopProductPackage	Obligation2 Top Product Package		0	PACKAGE	Obligation2_TopProductPackage	12786	structure Obligation2_TopProductPackage where
148	12786	Atomic primitive audit and live bridge packages	sec:product-row-coefficient-extraction	Product-row coefficient extraction	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation2_TopProductPackage	Obligation2 Top Product Package		1	field	surviving	12787	surviving : SurvivingLowRankBranchSource
148	12786	Atomic primitive audit and live bridge packages	sec:product-row-coefficient-extraction	Product-row coefficient extraction	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation2_TopProductPackage	Obligation2 Top Product Package		2	field	topClassForFrame	12788	topClassForFrame :
149	12846	Atomic primitive audit and live bridge packages	sec:product-row-coefficient-extraction	Product-row coefficient extraction	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.EFG31RoutePackage	EFG31 Route Package		0	PACKAGE	EFG31RoutePackage	12846	structure EFG31RoutePackage where
149	12846	Atomic primitive audit and live bridge packages	sec:product-row-coefficient-extraction	Product-row coefficient extraction	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.EFG31RoutePackage	EFG31 Route Package		1	field	surviving	12847	surviving : SurvivingLowRankBranchSource
149	12846	Atomic primitive audit and live bridge packages	sec:product-row-coefficient-extraction	Product-row coefficient extraction	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.EFG31RoutePackage	EFG31 Route Package		2	field	topLayer	12848	topLayer :
150	12905	Atomic primitive audit and live bridge packages	sec:prefix-conflict-k	Finite prefix conflict and the closed survivor K	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation3_PrefixConeKillPackage	Obligation3 Prefix Cone Kill Package		0	PACKAGE	Obligation3_PrefixConeKillPackage	12905	structure Obligation3_PrefixConeKillPackage
150	12905	Atomic primitive audit and live bridge packages	sec:prefix-conflict-k	Finite prefix conflict and the closed survivor K	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation3_PrefixConeKillPackage	Obligation3 Prefix Cone Kill Package		1	field	kill	12907	kill : PrefixConeGeometryKill
150	12905	Atomic primitive audit and live bridge packages	sec:prefix-conflict-k	Finite prefix conflict and the closed survivor K	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation3_PrefixConeKillPackage	Obligation3 Prefix Cone Kill Package		2	field	hKillClassification	12908	hKillClassification :
151	12954	Atomic primitive audit and live bridge packages	sec:terminal-local-ce	Terminal local compatibility-endpoint nonexistence	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation4_AffineLocalCEPackage	Obligation4 Affine Local CEPackage		0	PACKAGE	Obligation4_AffineLocalCEPackage	12954	structure Obligation4_AffineLocalCEPackage
151	12954	Atomic primitive audit and live bridge packages	sec:terminal-local-ce	Terminal local compatibility-endpoint nonexistence	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation4_AffineLocalCEPackage	Obligation4 Affine Local CEPackage		1	field	affinePencil	12956	affinePencil : MonochromeToAffinePencilData
151	12954	Atomic primitive audit and live bridge packages	sec:terminal-local-ce	Terminal local compatibility-endpoint nonexistence	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation4_AffineLocalCEPackage	Obligation4 Affine Local CEPackage		2	field	localCE	12957	localCE : AffineLocalCEPrimitiveSourcePackage
151	12954	Atomic primitive audit and live bridge packages	sec:terminal-local-ce	Terminal local compatibility-endpoint nonexistence	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation4_AffineLocalCEPackage	Obligation4 Affine Local CEPackage		3	field	localCE_affine	12958	localCE_affine : localCE.affine = affinePencil.source
151	12954	Atomic primitive audit and live bridge packages	sec:terminal-local-ce	Terminal local compatibility-endpoint nonexistence	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.Obligation4_AffineLocalCEPackage	Obligation4 Affine Local CEPackage		4	field	affine_survives_kill	12959	affine_survives_kill :
152	13012	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrimitivePackage	Atomic Primitive Package		0	PACKAGE	AtomicPrimitivePackage	13012	structure AtomicPrimitivePackage where
152	13012	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrimitivePackage	Atomic Primitive Package		1	field	bc	13013	bc : Obligation1_BCPrimitivePackage
152	13012	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrimitivePackage	Atomic Primitive Package		2	field	top	13014	top : Obligation2_TopProductPackage
152	13012	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrimitivePackage	Atomic Primitive Package		3	field	cone	13015	cone : Obligation3_PrefixConeKillPackage top
152	13012	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrimitivePackage	Atomic Primitive Package		4	field	affine	13016	affine : Obligation4_AffineLocalCEPackage cone.kill
152	13012	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrimitivePackage	Atomic Primitive Package		5	field	dInternal	13017	dInternal : Obligation5_DInternalPackage
153	13051	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicBridgePackage	Atomic Bridge Package		0	PACKAGE	AtomicBridgePackage	13051	structure AtomicBridgePackage where
153	13051	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicBridgePackage	Atomic Bridge Package		1	field	bc	13052	bc : Obligation1_BCPrimitivePackage
153	13051	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicBridgePackage	Atomic Bridge Package		2	field	top	13053	top : Obligation2_TopProductPackage
153	13051	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicBridgePackage	Atomic Bridge Package		3	field	coneOwner	13054	coneOwner : PrefixConeConflictOwner top.problem
153	13051	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicBridgePackage	Atomic Bridge Package		4	field	selectedMono	13055	selectedMono : SelectedMonochromeFGOwner top.problem
153	13051	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicBridgePackage	Atomic Bridge Package		5	field	affinePackage	13056	affinePackage : MonochromeAffineLocalCEPackage
153	13051	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicBridgePackage	Atomic Bridge Package		6	field	hAffineSurvives	13057	hAffineSurvives :
153	13051	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicBridgePackage	Atomic Bridge Package		7	field	dInternal	13062	dInternal : Obligation5_DInternalPackage
154	13111	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicCompatibilityMiddlePackage	Atomic Compatibility Middle Package		0	PACKAGE	AtomicCompatibilityMiddlePackage	13111	structure AtomicCompatibilityMiddlePackage where
154	13111	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicCompatibilityMiddlePackage	Atomic Compatibility Middle Package		1	field	bc	13112	bc : BCPrimitiveSource
154	13111	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicCompatibilityMiddlePackage	Atomic Compatibility Middle Package		2	field	lowRank	13113	lowRank : LowRankPairProductBalanceFromTopClassSource
154	13111	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicCompatibilityMiddlePackage	Atomic Compatibility Middle Package		3	field	kill	13114	kill : PrefixConeGeometryKill
154	13111	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicCompatibilityMiddlePackage	Atomic Compatibility Middle Package		4	field	hKillClassification	13115	hKillClassification :
154	13111	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicCompatibilityMiddlePackage	Atomic Compatibility Middle Package		5	field	affinePackage	13119	affinePackage : MonochromeAffineLocalCEPackage
154	13111	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicCompatibilityMiddlePackage	Atomic Compatibility Middle Package		6	field	hAffineSurvives	13120	hAffineSurvives :
154	13111	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicCompatibilityMiddlePackage	Atomic Compatibility Middle Package		7	field	dInternal	13122	dInternal : Obligation5_DInternalPackage
155	13229	Atomic primitive audit and live bridge packages	sec:prefix-conflict-k	Finite prefix conflict and the closed survivor K	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.PrefixConeKillBridgePackage	Prefix Cone Kill Bridge Package		0	PACKAGE	PrefixConeKillBridgePackage	13229	structure PrefixConeKillBridgePackage
155	13229	Atomic primitive audit and live bridge packages	sec:prefix-conflict-k	Finite prefix conflict and the closed survivor K	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.PrefixConeKillBridgePackage	Prefix Cone Kill Bridge Package		1	field	conflictOwner	13231	conflictOwner : PrefixConeConflictOwner (lowRankSource_problem S)
155	13229	Atomic primitive audit and live bridge packages	sec:prefix-conflict-k	Finite prefix conflict and the closed survivor K	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.PrefixConeKillBridgePackage	Prefix Cone Kill Bridge Package		2	field	selected	13232	selected : SelectedMonochromeFGOwner (lowRankSource_problem S)
156	13266	Atomic primitive audit and live bridge packages	sec:terminal-local-ce	Terminal local compatibility-endpoint nonexistence	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AffineLocalCEBridgePackage	Affine Local CEBridge Package		0	PACKAGE	AffineLocalCEBridgePackage	13266	structure AffineLocalCEBridgePackage
156	13266	Atomic primitive audit and live bridge packages	sec:terminal-local-ce	Terminal local compatibility-endpoint nonexistence	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AffineLocalCEBridgePackage	Affine Local CEBridge Package		1	field	package	13268	package : MonochromeAffineLocalCEPackage
156	13266	Atomic primitive audit and live bridge packages	sec:terminal-local-ce	Terminal local compatibility-endpoint nonexistence	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AffineLocalCEBridgePackage	Affine Local CEBridge Package		2	field	survives	13269	survives : package.aff.mono = prefixConeKills_C5sqcupC5 K
157	13293	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrefixBridgePackage	Atomic Prefix Bridge Package		0	PACKAGE	AtomicPrefixBridgePackage	13293	structure AtomicPrefixBridgePackage where
157	13293	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrefixBridgePackage	Atomic Prefix Bridge Package		1	field	bc	13294	bc : BCPrimitiveSource
157	13293	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrefixBridgePackage	Atomic Prefix Bridge Package		2	field	lowRank	13295	lowRank : LowRankPairProductBalanceFromTopClassSource
157	13293	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrefixBridgePackage	Atomic Prefix Bridge Package		3	field	prefixBridge	13296	prefixBridge : PrefixConeKillBridgePackage lowRank
157	13293	Atomic primitive audit and live bridge packages	app:object-birth-ledger	Object-birth and dependency ledger	Erdos887Formal.AtomicPrimitiveAudit	Erdos887Formal.AtomicPrimitiveAudit.AtomicPrefixBridgePackage	Atomic Prefix Bridge Package		4	field	affinePackage	13297	affinePackage : MonochromeAffineLocalCEPackage
